osm_id,dist_bruxelles,dist_liege,dist_namur,dist_charleroi,dist_mons,dist_la_louviere,dist_tournai,dist_seraing,dist_verviers,dist_herstal,dist_mouscron
752119645_1448539590_0,50.2634560006529,82.7090221735417,30.252705547998392,1.3753462266881393,36.223327007153344,21.174227950686,78.82125846920331,76.43090222699486,101.46238513732939,84.06655900401951,96.0721971275382
752119655_747131422_0,49.90250850768833,82.80774295685237,30.377925330116472,1.0231034576473819,35.96507656354006,20.83338756604978,78.51915071018125,76.5487543176448,101.59931810782062,84.15653241747562,95.74201537056439
752119911_339377995_0,48.459799115907956,81.08947190811668,28.77382021535024,2.5142000697145006,37.04054203472014,21.321714163370554,79.2684580124162,74.89508785855917,100.0105174526033,82.41076223963057,96.24911630019027
752119911_774088150_0,48.459799115907956,81.08947190811668,28.77382021535024,2.5142000697145006,37.04054203472014,21.321714163370554,79.2684580124162,74.89508785855917,100.0105174526033,82.41076223963057,96.24911630019027
752119913_774088150_0,48.41091720992593,81.36041783130209,29.05199898334394,2.270769910923172,36.758313115490566,21.05773605036191,78.99578724212621,75.17003970781298,100.28837535016177,82.67968151006696,95.98796695136636
752207137_752207283_0,77.40186896943686,161.01546457442964,113.98565866121086,86.45696698309966,52.83729328043585,66.82698278363995,9.862384310343678,156.42271130774807,181.6924494348876,161.6398767650663,10.417867922732507
752207283_752207137_0,77.46981055166641,161.0859281026527,114.05491704790809,86.52356379602021,52.89991003751643,66.89434745746215,9.914431035133411,156.49309528657452,181.76288304112424,161.71034543623983,10.381398646979553
752353283_1031421999_0,75.10178658111477,160.11923680977236,114.08882272291076,87.41398097685942,54.66035052282575,67.64333595027085,13.615269709540293,155.73223854083918,180.89216534187005,160.66683394572172,7.335008906344919
752353283_750620627_0,74.57279843193658,159.5514748516861,113.51511906950118,86.85144695498991,54.12740597627317,67.07901535209598,13.266796471725185,155.161636962852,180.32313855063285,160.1003381052305,7.886222111380504
752423012_1237233907_0,54.29321772111461,117.98283922210722,66.83144351357973,36.51439741396741,1.8556529184117732,19.365058177535527,42.30778645626881,112.28168344702485,137.65555825137264,119.06591706576324,61.10791354321122
7524448620_4197633099_0,47.45401898041744,126.19815906050687,78.75913045459919,52.16826757938545,22.454439687105378,32.358034008980354,27.614319655266204,121.40675775599918,146.75208399603912,126.9135246661522,42.708120236125595
75298360_3289625807_0,69.9806584951305,20.237133812811727,42.9674978403484,71.76525993885913,101.87222846380523,84.34898097453923,137.04761284373666,20.347985348294248,40.566692516903096,19.788785025434763,148.92547126604086
75306835_304929607_0,73.51626180417135,16.933962863211164,45.13613719902835,74.44379106961595,104.95846055375907,87.41769353042818,140.42678528816674,17.79235184582978,37.078110006278585,16.354219186297613,152.39976777925884
75306835_3289625810_0,71.66051170690713,18.890707775717335,44.44722232308017,73.41543843319384,103.62049056282169,86.0936711071461,138.8195308347964,19.52354451755387,39.023167131097594,18.31575422057542,150.67729075891177
7532590297_345735557_0,83.59039313563653,52.27241614176444,27.71823099231978,49.3621733299459,83.98345850627258,69.02161163085721,126.8617978312029,44.839448459316316,64.7124786460703,54.439136731839305,143.92676792195817
753559807_1037849174_0,104.48767067375024,57.64030050068614,48.551015905271775,69.08408602557114,102.91593962090082,88.89141028164777,146.18539347784196,50.88850657148011,63.45049941502749,59.973075903261346,163.78734881228308
753559807_1073646967_0,103.3198367699423,58.99021716699012,47.41378487189658,67.11286362413458,100.77655278088488,86.92318640669131,144.08205435460212,52.11835488051986,65.42789169094424,61.320179052417764,161.77851057034104
753559807_753578851_0,101.93538718582141,57.63560254418371,46.01254634257724,66.14992385570102,99.96212287541452,85.95862947908952,143.23326863373168,50.72374030309511,64.40481334918667,59.96370158510052,160.84751319656002
753578851_1146073362_0,100.18500045687588,55.59414766969647,44.248443380533224,65.12130717363685,99.14860070986589,84.91628145808129,142.35622017653816,48.63999771658913,62.76137669246996,57.91965960789295,159.8404828908519
753578851_6409355414_0,99.66142266702657,56.36660138272899,43.73514617851503,64.16745220808781,98.11486660353293,83.96990231718003,141.34668843368382,49.36293989846582,63.81390727066541,58.68851423048073,158.8819293372761
753578851_753559807_0,101.93538718582141,57.63560254418371,46.01254634257724,66.14992385570102,99.96212287541452,85.95862947908952,143.23326863373168,50.72374030309511,64.40481334918667,59.96370158510052,160.84751319656002
753600489_1114705572_0,100.14337144438214,53.363940138554405,44.24176782395882,66.14047126267263,100.37911501926693,85.90241341810925,143.50515369000897,46.47231308760273,60.28731720049178,55.69273684341311,160.84085095059973
753600489_1183478510_0,101.3712706478395,52.88294147170384,45.512631742074944,67.76046062176883,102.04103759892936,87.51147102210521,145.14886726296967,46.08860047195329,59.26609630253228,55.2149246915229,162.44897110499923
753600489_2081033900_0,100.04231934363911,52.38415255174451,44.17901117855511,66.50133963065709,100.82374402270092,86.24332970824999,143.90948288839562,45.516521377098066,59.23280200393605,54.71390742351122,161.17904494294976
753600516_1199006090_0,99.41599516690762,50.80584426478246,43.62996003293967,66.57189698642013,101.01896379543093,86.27527047699088,144.03328887948325,43.94670652739508,57.72304537545831,53.13582291056895,161.19568439659443
753612150_627188244_0,49.77174401883496,82.90836203831434,30.4895044169565,0.8478487090336285,35.80929883640605,20.656654580896717,78.35079907743987,76.65680210944815,101.7144600249128,84.25371179520238,95.56715614202798
753612150_752119796_0,49.90250850768833,82.80774295685237,30.377925330116472,1.0231034576473819,35.96507656354006,20.83338756604978,78.51915071018125,76.5487543176448,101.59931810782062,84.15653241747562,95.74201537056439
753798900_611596437_0,71.03170207740061,105.69308965938345,53.663101553806854,26.345853634439752,32.612558742105115,30.58037753239079,73.7349181965021,98.89236124588555,122.97870424703227,107.294575283576,93.29152041223979
754078146_359607867_0,51.544516467177175,79.63601344185011,27.096707477915604,4.828256377051627,39.75715335853254,24.58671259785123,82.33584537949083,73.27376459077635,98.222249135649,81.03462240500697,99.51719122427791
754166430_728291260_0,49.48516393949522,90.35439178706142,38.08621445018317,6.967213621488485,28.215437853362243,14.323789044050091,71.07692206065938,84.19549230767971,109.32271610689656,91.65233590945802,88.66123726315256
7549680710_2020234128_0,33.58859239936859,92.03734349857868,43.257664995734174,19.76395166081556,25.441997401938103,9.007376552551019,62.60841541224967,86.78839058975072,112.22580008765655,92.9549772871137,78.04268854512362
755845147_713263658_0,78.06363967453123,162.97387192567976,116.74915214978012,89.83646789496905,56.76111883980212,70.0974440875997,14.623784723587866,158.55502352363393,183.73397220954126,163.53229641703513,5.45983562049166
756030036_756030243_0,59.654150893698095,100.24313051283744,47.68383350513057,17.432643102565432,25.32066455503604,19.464019011561785,68.42900448964632,93.78194926883367,118.54180540661629,101.67462526813658,87.27614195535058
756030036_791057014_0,60.45069925934168,99.9002570718441,47.35210012757727,17.41826973659735,26.417327409129946,20.47661924141718,69.48004709550123,93.39842286951944,118.09811145472973,101.35156179387896,88.36164416705488
756030243_756030036_0,59.654150893698095,100.24313051283744,47.68383350513057,17.432643102565432,25.32066455503604,19.464019011561785,68.42900448964632,93.78194926883367,118.54180540661629,101.67462526813658,87.27614195535058
756272973_818866309_0,173.09852572354984,123.5722611582884,118.26937966167831,129.73221956166256,157.5377726904298,148.2216033484219,199.6089011307602,118.24373995783768,120.40913323249757,125.78096913932178,219.119963164816
756348396_1942848126_0,169.31933183542196,121.99500227304576,114.78586948343029,125.47068447131397,152.90489133239006,143.81843045052295,194.85540065642,116.46350693126253,119.67779813356718,124.23134329390852,214.4080490947369
756348396_924318133_0,167.49966246151857,120.11113044405924,112.91770259412111,123.77129311897795,151.3677467786428,142.17171575813012,193.39521346171324,114.56483808499235,117.89014769586763,122.34962107081645,212.919750524842
7563496966_2435564873_0,34.83609086412214,106.1321410808144,58.38159817710474,33.31689179526064,17.923465041100844,14.377769237217143,47.817612008630746,101.1773445293326,126.56820447698021,106.92325995456399,62.86635468764866
7563496974_4086507045_0,35.36054330358739,107.18434895274163,59.43799303712079,34.22939298410335,17.561076431841506,15.127339458263485,46.75495376838086,102.23671438199032,127.62596841521106,107.97191404080608,61.81957797548858
756357060_520367282_0,75.51413800627232,160.45574403535954,114.35436187061454,87.61100915580353,54.77641814278987,67.84788739222222,13.486786058884592,156.05523828651,181.22315000878433,161.00824264227424,7.196146852693756
7568570918_9726004480_0,28.771320532613245,88.37361732947029,41.24084926127082,21.972519862615478,30.49352295628358,14.55125079874724,65.59651425250334,83.38829616336554,108.7811855307402,89.19269194262571,80.10341367976945
7589780274_1020931330_0,94.75830724257342,181.18531233498757,135.64787732852992,108.87098423934886,75.56107298599156,89.13608081418661,32.440288664368296,176.952816374698,202.01819157866498,181.66878851393136,14.486477167588921
7598603799_369841604_0,74.70942889273668,96.66102994919558,46.275450317471126,25.81295748239918,44.127559255356715,37.770164348387254,86.38974791803646,89.59787454206956,112.89374684980613,98.41762880465306,105.70404915167722
7598603804_373560521_0,74.11011232190845,97.22219091779182,46.6088952796996,25.380028749694812,43.02157955931668,36.86791989348265,85.25277530946212,90.1840498041476,113.57502978950367,98.96302916460597,104.57467090274268
7603055923_7772865205_0,95.57041197778088,8.317372147777306,54.85256820525004,86.02540776878368,119.57005110880226,102.20806748889457,158.27725227517655,9.381171815016213,16.388817341749565,10.009549104254178,171.87496650692574
7605479236_8811810082_0,79.642855152992,165.03045894785842,119.09707785922787,92.3700011781513,59.42453930424601,72.6108751119766,17.333949473081766,160.67688979297816,185.81760158502942,165.5638759987266,2.750537238453884
7605486039_7605486049_0,40.793573890134894,123.43301074552345,78.21393957580794,54.145708095867114,29.020209335242374,34.780825978044284,31.98847617478048,119.05585559995436,144.20159230889465,123.99453113870284,43.46653035472311
7605548987_7605486039_0,40.857577527799116,123.50335131036458,78.28072702976104,54.202685656835975,29.042280811337427,34.83357240918132,31.921370229800687,119.12593702405074,144.2718485788981,124.06492365698912,43.39676980378959
760589396_20962094_0,118.03170597759848,30.27194234511232,82.18147876724197,113.33555774865823,146.4086207956319,128.93220938698266,183.99747037364222,36.01270160204088,11.865586254580542,29.470497767082918,196.65013069057886
760629771_761091741_0,112.06273840495108,73.66875188742186,57.09240734646917,71.17227422078172,102.70852255657002,90.646546144924,146.04037508683473,66.81100921400183,79.29917366192555,75.99973837308093,164.55162646186568
760629771_761091786_0,112.10156728321776,73.64463006022058,57.1231819659218,71.22757067172091,102.77094010796579,90.70382985260798,146.10345572352216,66.78967071768747,79.2582905333266,75.97570340665031,164.61294295640894
760631511_6696728399_0,112.44358790450035,73.75829909110814,57.44721262004369,71.58957686586874,103.12886955347683,91.06587260451309,146.46025271038624,66.91745299161857,79.27797925511618,76.08978656352024,164.97239034334783
760631511_761091835_0,112.40469702449946,73.78211148156414,57.416258036994535,71.53427478625714,103.06646982030436,91.00859220808667,146.39718544001556,66.9384501028605,79.31859952659688,76.11352171021504,164.91108303024632
760683235_1835259123_0,52.86769811321702,70.55040645488982,17.99562355775169,13.747494364164224,48.65368558827651,32.67109277592954,90.73428480251832,64.10746926332024,88.99229918843096,71.99497297794778,107.41768499376774
760683235_414038036_0,51.58672479548315,69.92016107331627,17.373904119126195,13.96237325329548,48.677645061068475,32.44105860850326,90.51671633207954,63.552058777841204,88.52840256910493,71.33090639902619,107.03727409296287
761090578_207138820_0,135.43297910014144,86.59071690717055,79.93276123100381,94.87428462555148,125.75045241478482,114.23704340619935,168.9241262099457,80.69183041417541,86.75337312632344,88.87461934436935,187.70455391761146
761091097_303761224_0,126.19806927729013,81.32755090228672,70.90285102981984,85.36319880433409,116.37929124493914,104.74056561859692,159.60480220050215,75.02024437161977,83.59562846078805,83.64589578858025,178.31411403908672
761091097_761091105_0,126.10581730363,81.21842411834793,70.8054454614102,85.29063387982046,116.32131340720886,104.67172933401962,159.5495208102793,74.91019550575759,83.49525405600934,83.5368361498496,178.2547147793092
761091168_605012173_0,126.23799403530839,81.31404320725844,70.93732721168635,85.4174184483341,116.44036643376334,104.79676800099999,159.6669087982936,75.01030346429715,83.56493673373035,83.63216448383466,178.37462295025114
761091168_737309584_0,126.19806927729013,81.32755090228672,70.90285102981984,85.36319880433409,116.37929124493914,104.74056561859692,159.60480220050215,75.02024437161977,83.59562846078805,83.64589578858025,178.31411403908672
761091658_166992_0,112.0083031547345,73.5400118833258,57.02292878682554,71.1572562741373,102.71689322351861,90.6374555248226,146.05128375170526,66.6835987342566,79.16714406266185,75.87103710183182,164.5559082522544
761091786_3644901711_0,112.23369263580373,73.72523967492911,57.25426847579941,71.35326008558988,102.88747599786042,90.8275542111711,146.2187602397954,66.87452268452233,79.30869351264657,76.05644431479962,164.73133710380685
761091790_617346688_0,112.49796430957139,73.88688683854139,57.51647175146862,71.60473984855993,103.1206966680069,91.07510644477583,146.4494910969089,67.04467021213614,79.41003619889572,76.21833966448058,164.96822333971008
761091835_760631511_0,112.40469702449946,73.78211148156414,57.416258036994535,71.53427478625714,103.06646982030436,91.00859220808667,146.39718544001556,66.9384501028605,79.31859952659688,76.11352171021504,164.91108303024632
761586965_1328623198_0,52.83640792141682,68.3803108155222,15.82332347202254,15.755494177003124,50.55442111097029,34.36212532522014,92.4382388623166,61.94842232679481,86.8566587410002,69.82208610966431,108.95765608258645
761586965_683070922_0,55.71161912868876,67.05370873820712,14.755375563455555,18.04290227358619,53.01025933954036,37.09585599334489,95.15786215530608,60.467502179448005,85.16891319380775,68.56977043732257,111.8254325512301
761842924_816268373_0,50.7439396955849,84.19703250279716,31.724671377012136,1.4611617425773105,35.00032619819681,20.319227296568467,77.74234011191932,77.90661863956963,102.92141732598147,85.55895061561237,95.12346712327967
7618452472_7618459901_0,66.48889358299905,22.779884207651964,36.886673753392614,65.83371146110828,96.35565464481083,78.80809748766256,132.208844765447,20.825997068654548,43.67967839486897,22.916874669839153,144.53735819202942
7618452480_1278083171_0,66.97964102583984,22.311149682243833,37.656581689079545,66.60226495005803,97.08611563943663,79.54042658968827,132.86678570233266,20.586110318627938,43.18155340073683,22.387125465119237,145.14425065285232
7618459901_7618452472_0,66.59404401193184,22.678032043812568,37.066123778211576,66.01042568877013,96.52133101787797,78.97426656663957,132.35564846547902,20.777939478927784,43.571499485007486,22.800444464462593,144.67133618724557
762686073_1033383280_0,47.54525987368099,84.15307617309176,31.974019350083168,2.0166455641797687,33.684616797859995,18.073539951653686,75.944795641021,78.02671048829238,103.19276058692357,85.4415324180102,93.01160248141497
762686073_762686082_0,47.44260616923049,84.05412512636423,31.886488335587238,2.0722475115362538,33.74590143189494,18.09431461941795,75.98213824487217,77.93243003705065,103.10237643547134,85.340608429871,93.03275220773962
762686091_762686096_0,47.42708681492485,84.19028003711198,32.026454469028444,2.148380396529084,33.60468110006965,17.964206889682256,75.84594815905103,78.07044689073852,103.24159946170178,85.47582582526165,92.90257514435552
762686096_762686261_0,47.46665590432876,83.84997391232774,31.67661699711979,1.971706633751213,33.957688379721205,18.28974986934309,76.1864103935478,77.72547734150079,102.89360303060165,85.13786807540464,93.22803143331382
762686261_3264357870_0,47.204232669462804,83.2130006259038,31.06539067862389,2.1317245143406747,34.49723670000163,18.68849332957136,76.64077392854664,77.09799255832151,102.27480325814481,84.49727632405416,93.61883606630883
762686261_5464710580_0,47.2878062533602,83.44792317245842,31.292219086090235,2.0621913430388066,34.29339361632646,18.532004510692285,76.46624850525494,77.33005104136973,102.50417421732443,84.7332514864628,93.46646571856571
