osm_id
279717030_277847376_0
280604042_34016478_0
280713767_9445877_0
281694556_281694558_0
281694563_166944_0
281696709_167353_0
28322011_28322015_0
28322015_28322028_0
28322657_249225554_0
28322657_249225590_0
28323331_144970_0
28323331_50453860_0
2847021441_252015296_0
286341603_267875542_0
291001613_29685663_0
2917953134_4785013499_0
292147470_362751277_0
293849993_145021_0
294268073_1155065745_0
294674071_260178745_0
295658942_1471282148_0
29682229_248001355_0
29733269_29733293_0
29733294_1219038954_0
29734797_29734800_0
29734800_331208671_0
29734800_773014611_0
29734819_29734822_0
29734847_327384678_0
297455568_306466400_0
297455665_297455568_0
299097095_931272610_0
2991264692_2133947755_0
301746258_619014_0
303856328_60630654_0
304066725_304066994_0
30479478_3142313562_0
30479494_420236354_0
304958860_3397874487_0
305143573_277253931_0
30551158_308113860_0
306466400_887099641_0
306466404_297456218_0
306466404_60114564_0
308113864_1340295_0
308113872_59606876_0
308113884_6087302_0
308118949_308911830_0
308861975_308861977_0
310108944_3571283_0
312353862_34435723_0
313488192_356303621_0
313490560_60630577_0
313544743_1033871940_0
31368064_125926_0
313957343_6147138256_0
3142313564_30479483_0
314300472_1521696183_0
314928428_32516935_0
315423901_32516967_0
31558641_16487381_0
31558641_3397874487_0
315983577_473452975_0
316002897_9885072_0
317438836_9885202_0
317441558_1098393377_0
319570042_249227565_0
319570042_249227736_0
321714717_60630624_0
32516927_32516935_0
32516970_32516977_0
327389345_335424052_0
330025389_313490560_0
33327517_221239333_0
33540776_281146252_0
33544036_3466069879_0
33641759_3677363776_0
338173269_221239783_0
339368129_1191428846_0
3397874487_3737986950_0
3398274725_4599025847_0
34015681_215521848_0
34015681_309917241_0
34015818_360288158_0
34015818_887025907_0
34016029_887025963_0
34016370_34016387_0
34016387_280243693_0
34016449_280604016_0
34017956_1607083368_0
34435778_147755584_0
34568898_506330726_0
349306454_167322_0
353985859_304066653_0
354023420_354036790_0
354036793_243789795_0
354036799_287239782_0
356303621_313488192_0
3566663416_123236569_0
3569901024_1773454347_0
357442326_5478861_0
358029145_146605870_0
358029145_5914369062_0
36164776_485954933_0
3618754376_248762392_0
3618755593_28322657_0
36232626_260481723_0
362751277_292147470_0
362814734_4469937964_0
3633332373_307116312_0
364132404_247057465_0
3645007152_1602842076_0
3645681732_203843359_0
364797337_5478854_0
365135578_146605910_0
365378517_365380594_0
365380594_243760219_0
366201337_345686267_0
366203410_1128095322_0
3672730222_1607083525_0
3675610301_322868312_0
3675610301_367856529_0
367856529_34015818_0
3703596498_13810509_0
370383735_313957355_0
372867878_320013018_0
3737986953_31558616_0
3788011002_36164776_0
3807036_651078677_0
390370749_6160987756_0
3999476098_430859809_0
401288986_676614_0
406192857_1850446767_0
4090863874_4090863871_0
4090938276_4090863874_0
412544031_27189807_0
413469054_306530743_0
414647391_33544037_0
417416543_247118972_0
420236287_361135046_0
422078026_183446394_0
4232118284_519824041_0
425345877_113620228_0
4469937964_365379513_0
447596499_9885210_0
450874734_1234821820_0
4599025847_3398274725_0
4741871887_60797371_0
475683134_334335965_0
477971346_1598153555_0
4785167850_14230200_0
4803756976_906068048_0
485961596_299213945_0
488385526_248762584_0
489956610_728291323_0
495553484_766922463_0
495562037_34568898_0
495660343_506484496_0
5026217442_1357593496_0
506330726_739990770_0
506330726_750016053_0
506481233_708978474_0
513729327_34017952_0
519822872_4232119498_0
5313431190_286343923_0
540620153_5792642851_0
54625513_255005163_0
54625536_308113874_0
5478856_295878712_0
5552773582_2454300368_0
5552773582_430859809_0
559446991_4792137973_0
5792642851_540620153_0
58768188_147086874_0
59606876_59602581_0
6005757154_183446949_0
60127135_80676668_0
60286097_248762330_0
60561544_313349939_0
60631844_321714735_0
60631866_651077327_0
60734085_846920182_0
60797371_60797366_0
60797825_1601747022_0
60797831_60797825_0
6087303_308113867_0
615931803_615935152_0
615935149_282934856_0
6166821836_248076367_0
6166821836_766922430_0
617346688_253616620_0
618973_1988928238_0
619013_619008_0
619106_292129641_0
621890_707061958_0
622161_266991251_0
622176_280713767_0
622181_10451475_0
622383_619106_0
6403665548_1475120102_0
645408455_253695395_0
651077327_29734825_0
651077327_32511521_0
651078658_3807037_0
651079015_248507331_0
6630926705_271991743_0
6633071118_221239069_0
676615_248507935_0
676618_1537031_0
676628_1808960928_0
6879184104_249099090_0
693195229_60734087_0
707061953_485961597_0
708978475_1100524592_0
708978489_1599822909_0
725172090_623927977_0
728291260_728291173_0
728291313_330261770_0
739990770_450874734_0
739990790_739990770_0
739990826_6166821836_0
744718025_495528478_0
745759887_249283471_0
747155749_4785003268_0
766922485_34568898_0
773014599_29734819_0
775381652_18016121_0
778541368_943239627_0
807684467_807684486_0
843600737_178813681_0
846920337_3788501150_0
846920373_846920204_0
8607851846_20962069_0
8607851852_300619570_0
8699105362_5792784250_0
874173200_1516300997_0
886922207_1301969631_0
886922460_122360599_0
887025907_887026054_0
887025963_34015821_0
887026054_887026722_0
887026520_308911830_0
887099733_9885202_0
906068048_4803756976_0
917326931_1038381686_0
9725135079_5313431530_0
986557344_986557393_0
9885071_887099733_0
9885178_28322011_0
9885179_9885173_0
9885202_259690899_0
9885203_9885072_0
9885203_9885116_0
9885210_9885203_0
221239455_249623820_0
286341978_269120626_0
3056952613_249227652_0
365135272_365135578_0
387547701_1102492915_0
322868312_367856529_0
34015821_534280955_0
623927977_725172090_0
3633926340_145014_0
887026520_4796313022_0
309917253_141358_0
358539053_358538989_0
249227560_249227783_0
335974434_7920833765_0
1354701634_277257309_0
248762312_3618755593_0
3618754378_3618755593_0
2558376577_54625535_0
6087342_450220797_0
301217371_301217515_0
301217523_301217540_0
249227565_271380354_0
249227652_249227560_0
167353_167363_0
253145370_265509987_0
619132_559943160_0
622391_622386_0
248001340_479220650_0
1171859198_479221348_0
482690718_1598276369_0
31558616_304959021_0
32511531_327170132_0
