osm_id
1012809349_247718442_0
1033871940_313490560_0
1036589194_2880360047_0
1037002174_330328704_0
1038307175_281696709_0
1038345386_1038345380_0
1038381686_917326931_0
1039405677_619058_0
1039589666_622106_0
1087987093_708978487_0
1088207401_1088254599_0
1091681463_4785015894_0
1102492915_258043798_0
113620228_311224152_0
1147873581_253145825_0
1159143583_2917953144_0
1159143592_333055600_0
1159143629_453385101_0
1159226114_1159226360_0
1159226136_34435642_0
1159226159_96041648_0
1159226199_34440533_0
1159226469_1601746971_0
1159226618_1593894945_0
1159226646_30872819_0
1191428846_339368124_0
1219170971_1607083502_0
1228124548_1228124566_0
123338_1270550775_0
1234917900_618973_0
1268731969_1222865594_0
12863010_1521225864_0
12953487_300611313_0
12954253_6224639545_0
1309478619_1589971170_0
1335781049_1472159001_0
1340287_308673747_0
1340298_1340354_0
134259426_27334888_0
134267129_134257376_0
1354701379_297456218_0
1354701379_447596500_0
1354701464_277256342_0
1357593494_5026217447_0
1369150903_306466404_0
13796786_33485393_0
13810536_3757949574_0
1396945950_3672730222_0
1409191273_1409191177_0
141354_141358_0
141358_3675610301_0
14230200_416914091_0
14230234_300700409_0
144959_144970_0
144959_267816805_0
144970_144973_0
144987_191166975_0
146605870_146605885_0
146605885_183446572_0
146605892_327389345_0
146605910_146605892_0
146605910_313490958_0
147082724_147130804_0
1471282148_1471282175_0
1471282175_1472158997_0
1471282180_16487213_0
1471282184_1475120102_0
147132005_27068286_0
1472158990_277248957_0
1472159013_276957580_0
1477974045_1752632866_0
1477974045_1773454348_0
1489440207_243789386_0
1491370116_4644953377_0
150938928_250284131_0
151010077_452867065_0
151011888_21288554_0
1516300982_12862865_0
1521226069_300701931_0
1521696172_317441559_0
1521696177_3898593245_0
1523210718_2034368354_0
1548069_1548070_0
1589862936_260819197_0
1598276264_3569901024_0
1599132499_300654260_0
1606876781_488385526_0
1606876781_488385685_0
1606877142_267875716_0
1606877152_267875716_0
1607083294_61099005_0
1607083444_1607083436_0
1607083523_34016462_0
1607083579_887026520_0
1607083964_59329452_0
161970078_12953516_0
1642142427_1607083579_0
16487213_60731053_0
16487384_3690710730_0
166776_166766_0
166847_166822_0
166945_281694560_0
166992_1039405074_0
167127_513729328_0
167284_281696722_0
167322_1038307175_0
1715175353_1773454348_0
1753944901_479384817_0
1773454347_123236569_0
1773454347_3549541316_0
1773454348_475683134_0
178813681_843600737_0
1788424222_60731046_0
1804250469_34565368_0
1808734258_308113838_0
183446546_146605885_0
183446572_1015196425_0
183446572_183446591_0
183446591_183446602_0
183446602_822486656_0
183446949_6005757154_0
183447078_6928685291_0
1835786026_2557710938_0
1850446767_406192857_0
1879178995_4741346922_0
191166971_414637547_0
1962921008_887025907_0
2029775272_794148034_0
203844060_739990826_0
20828754_266991253_0
21265307_12862908_0
21288525_58768184_0
221048856_1235474489_0
221239069_240732620_0
221239103_477937410_0
221239573_1598153373_0
221239783_221239797_0
223473188_33327529_0
224239445_279716672_0
2297969_3481280114_0
2359950310_1523210580_0
2382395118_183447078_0
240710781_248001313_0
240710785_718647724_0
240710825_240710842_0
240710851_816214335_0
240732529_249099100_0
240732582_761842924_0
243789866_60561548_0
247057466_364132405_0
247118972_417416543_0
247718259_247718999_0
2479808_3633948143_0
248001318_183446531_0
248507330_3807032_0
248708655_54625513_0
248762330_248762392_0
248762405_3618754378_0
248762438_3618754378_0
248762584_248762330_0
248762584_248762821_0
248763356_1606877152_0
248763356_248763370_0
248763375_1606877152_0
248763394_144959_0
248763394_220603640_0
248968620_4785021084_0
249099072_249623773_0
249099090_249623791_0
249099100_6633071116_0
249225554_249225590_0
249225590_249227652_0
249227560_1102492915_0
249623773_249099107_0
249623791_240732570_0
250284070_365379555_0
250284108_250284070_0
250284131_250284154_0
250284154_250284666_0
251096070_281695336_0
252015296_2847021441_0
253695393_645391982_0
2557710938_1835786026_0
2558376570_2558376586_0
2558376581_6087378_0
258043800_319570042_0
259193493_248708631_0
259690899_297455521_0
259690899_297455568_0
260492887_8699105363_0
260579534_1309478588_0
262439012_269300384_0
263895076_60630654_0
264999127_248708650_0
265002592_54628329_0
265509987_1590542477_0
267816832_358545328_0
267875542_269120626_0
269120626_248762405_0
269300695_60631828_0
269513798_1590542477_0
269514466_269514477_0
269514466_619132_0
27068572_27068998_0
271134796_313957933_0
271380354_1606876781_0
271380354_252160705_0
27246558_247718930_0
27334888_362814734_0
276956439_1788424203_0
276957580_276956439_0
277253931_305143573_0
